GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-2),Winner(PlayerIdx)
2013120665,SushiGo,3,GAME_OVER,82,0,3,128,2,h3,2,3,3,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,40.0,39.0,42.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-1880183632,SushiGo,3,GAME_OVER,84,0,3,129,3,h3,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,29.0,39.0,38.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,0
-1377239692,SushiGo,3,GAME_OVER,83,0,3,130,2,h3,2,3,3,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,40.0,40.0,40.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
1795532617,SushiGo,3,GAME_OVER,81,0,3,131,2,h3,2,3,3,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,37.0,37.0,46.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-1548656463,SushiGo,3,GAME_OVER,86,0,3,132,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,28.0,37.0,37.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-653656736,SushiGo,3,GAME_OVER,85,0,3,133,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,33.0,35.0,43.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-400394132,SushiGo,3,GAME_OVER,82,0,3,134,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,34.0,41.0,47.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-1422203009,SushiGo,3,GAME_OVER,81,0,3,135,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,29.0,36.0,42.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-1113178468,SushiGo,3,GAME_OVER,85,0,3,136,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,38.0,39.0,44.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-175367348,SushiGo,3,GAME_OVER,82,0,3,137,3,h3,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,25.0,56.0,40.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,0
1362911089,SushiGo,3,GAME_OVER,81,0,3,138,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,29.0,33.0,45.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-347120262,SushiGo,3,GAME_OVER,81,0,3,139,2,h3,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,38.0,44.0,34.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,0
1416514647,SushiGo,3,GAME_OVER,81,0,3,140,2,h3,2,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,44.0,44.0,48.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-1570736736,SushiGo,3,GAME_OVER,82,0,3,141,3,h3,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,41.0,43.0,42.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,0
-1532681659,SushiGo,3,GAME_OVER,81,0,3,142,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,39.0,50.0,50.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
2038358424,SushiGo,3,GAME_OVER,82,0,3,143,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,37.0,44.0,46.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
1950377550,SushiGo,3,GAME_OVER,83,0,3,144,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,28.0,35.0,46.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-389679841,SushiGo,3,GAME_OVER,84,0,3,145,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,34.0,37.0,51.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-1652369011,SushiGo,3,GAME_OVER,82,0,3,146,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,32.0,41.0,52.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
649728961,SushiGo,3,GAME_OVER,81,0,3,147,3,h3,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,33.0,49.0,47.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,0
1939385821,SushiGo,3,GAME_OVER,82,0,3,148,2,h3,2,3,3,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,38.0,37.0,46.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-765151654,SushiGo,3,GAME_OVER,84,0,3,149,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,32.0,47.0,52.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
-382843140,SushiGo,3,GAME_OVER,84,0,3,150,2,h3,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,36.0,55.0,35.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,0
1616233144,SushiGo,3,GAME_OVER,85,0,3,151,3,h3,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,31.0,33.0,36.0,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2
346665430,SushiGo,3,GAME_OVER,83,0,3,152,2,h3,2,1,1,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,38.0,39.0,37.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,0
879079583,SushiGo,3,GAME_OVER,82,0,3,153,3,h3,3,1,1,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,34.0,44.0,41.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,0
-619666105,SushiGo,3,GAME_OVER,83,0,3,154,1,h3,1,3,3,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,59.0,36.0,38.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
503938916,SushiGo,3,GAME_OVER,83,0,3,155,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,31.0,31.0,30.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-428737539,SushiGo,3,GAME_OVER,85,0,3,156,1,h3,1,3,3,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,36.0,31.0,32.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-1745970416,SushiGo,3,GAME_OVER,82,0,3,157,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,42.0,40.0,36.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-1436161366,SushiGo,3,GAME_OVER,81,0,3,158,2,h3,2,1,1,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,34.0,36.0,31.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,0
-1151041315,SushiGo,3,GAME_OVER,84,0,3,159,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,44.0,32.0,32.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
697067980,SushiGo,3,GAME_OVER,83,0,3,160,2,h3,2,3,3,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,44.0,36.0,50.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
1168140970,SushiGo,3,GAME_OVER,83,0,3,161,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,44.0,35.0,33.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-1491060889,SushiGo,3,GAME_OVER,86,0,3,162,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,68.0,51.0,28.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-1819802610,SushiGo,3,GAME_OVER,84,0,3,163,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,40.0,38.0,24.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-2121274456,SushiGo,3,GAME_OVER,81,0,3,164,2,h3,2,3,3,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,38.0,35.0,43.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
259280696,SushiGo,3,GAME_OVER,83,0,3,165,1,h3,1,3,3,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,44.0,35.0,43.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
1706137030,SushiGo,3,GAME_OVER,83,0,3,166,2,h3,2,1,1,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,42.0,44.0,39.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,0
545138396,SushiGo,3,GAME_OVER,83,0,3,167,2,h3,2,3,3,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,48.0,35.0,51.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
1376458976,SushiGo,3,GAME_OVER,84,0,3,168,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,52.0,45.0,32.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
1195311045,SushiGo,3,GAME_OVER,84,0,3,169,2,h3,2,3,3,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,43.0,34.0,50.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
813477029,SushiGo,3,GAME_OVER,84,0,3,170,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,42.0,42.0,40.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-1466178614,SushiGo,3,GAME_OVER,84,0,3,171,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,42.0,41.0,40.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-118322159,SushiGo,3,GAME_OVER,82,0,3,172,1,h3,1,3,3,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,43.0,38.0,40.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-1428166355,SushiGo,3,GAME_OVER,83,0,3,173,2,h3,2,1,1,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,36.0,45.0,36.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,0
1144294523,SushiGo,3,GAME_OVER,81,0,3,174,2,h3,2,3,3,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,44.0,37.0,45.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
2100098225,SushiGo,3,GAME_OVER,83,0,3,175,2,h3,2,1,1,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,30.0,39.0,25.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,0
23994827,SushiGo,3,GAME_OVER,83,0,3,176,1,h3,1,3,3,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,50.0,32.0,38.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
1662792176,SushiGo,3,GAME_OVER,85,0,3,177,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,49.0,44.0,36.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
2013120665,SushiGo,3,GAME_OVER,84,0,3,178,2,h3,2,1,1,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,44.0,47.0,32.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,0
