GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-2),Winner(PlayerIdx)
-1880183632,SushiGo,3,GAME_OVER,83,0,3,179,2,h3,2,3,3,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,36.0,36.0,37.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
-1377239692,SushiGo,3,GAME_OVER,82,0,3,180,2,h3,2,3,3,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,45.0,40.0,46.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
1795532617,SushiGo,3,GAME_OVER,81,0,3,181,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,50.0,37.0,30.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-1548656463,SushiGo,3,GAME_OVER,86,0,3,182,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,44.0,35.0,34.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-653656736,SushiGo,3,GAME_OVER,83,0,3,183,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,41.0,34.0,34.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-400394132,SushiGo,3,GAME_OVER,84,0,3,184,2,h3,2,3,3,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,35.0,33.0,38.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
-1422203009,SushiGo,3,GAME_OVER,82,0,3,185,1,h3,1,3,3,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,44.0,34.0,35.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-1113178468,SushiGo,3,GAME_OVER,82,0,3,186,2,h3,2,1,1,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,40.0,45.0,35.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,0
-175367348,SushiGo,3,GAME_OVER,82,0,3,187,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,47.0,47.0,44.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
1362911089,SushiGo,3,GAME_OVER,81,0,3,188,1,h3,1,3,3,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,47.0,30.0,37.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-347120262,SushiGo,3,GAME_OVER,84,0,3,189,2,h3,2,3,3,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,42.0,36.0,45.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
1416514647,SushiGo,3,GAME_OVER,82,0,3,190,1,h3,1,3,3,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,44.0,36.0,36.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-1570736736,SushiGo,3,GAME_OVER,81,0,3,191,2,h3,2,1,1,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,40.0,41.0,33.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,0
-1532681659,SushiGo,3,GAME_OVER,83,0,3,192,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,48.0,47.0,43.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
2038358424,SushiGo,3,GAME_OVER,81,0,3,193,1,h3,1,3,3,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,42.0,32.0,35.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
1950377550,SushiGo,3,GAME_OVER,82,0,3,194,1,h3,1,3,3,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,45.0,32.0,35.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-389679841,SushiGo,3,GAME_OVER,85,0,3,195,2,h3,2,1,1,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,41.0,44.0,41.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,0
-1652369011,SushiGo,3,GAME_OVER,81,0,3,196,2,h3,2,3,3,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,43.0,40.0,45.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
649728961,SushiGo,3,GAME_OVER,83,0,3,197,2,h3,2,1,1,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,55.0,59.0,45.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,0
1939385821,SushiGo,3,GAME_OVER,81,0,3,198,1,h3,1,3,3,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,Basic MCTS Player using ScoreHeuristic heuristic,h3,43.0,34.0,39.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
-765151654,SushiGo,3,GAME_OVER,81,0,3,199,2,h3,2,3,3,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,38.0,37.0,42.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
-382843140,SushiGo,3,GAME_OVER,83,0,3,200,1,h3,1,2,2,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,Basic MCTS Player using ScoreHeuristic heuristic,h3,36.0,35.0,34.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,1
1616233144,SushiGo,3,GAME_OVER,81,0,3,201,3,h3,3,2,2,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,Basic MCTS Player using ScoreHeuristic heuristic,h3,37.0,38.0,45.0,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,2
346665430,SushiGo,3,GAME_OVER,84,0,3,202,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,30.0,46.0,40.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
879079583,SushiGo,3,GAME_OVER,82,0,3,203,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,38.0,43.0,44.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,2
-619666105,SushiGo,3,GAME_OVER,81,0,3,204,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,47.0,51.0,47.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
503938916,SushiGo,3,GAME_OVER,83,0,3,205,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,39.0,43.0,33.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
-428737539,SushiGo,3,GAME_OVER,85,0,3,206,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,38.0,47.0,35.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
-1745970416,SushiGo,3,GAME_OVER,82,0,3,207,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,38.0,41.0,27.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
-1436161366,SushiGo,3,GAME_OVER,81,0,3,208,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,2,2,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,44.0,41.0,38.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,1
-1151041315,SushiGo,3,GAME_OVER,84,0,3,209,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,3,3,2,Basic MCTS Player using ScoreHeuristic heuristic,2,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,43.0,38.0,39.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,1
697067980,SushiGo,3,GAME_OVER,82,0,3,210,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,1,1,1,Basic MCTS Player using ScoreHeuristic heuristic,1,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,37.0,42.0,42.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,-1
1168140970,SushiGo,3,GAME_OVER,82,0,3,211,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,41.0,45.0,35.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
-1491060889,SushiGo,3,GAME_OVER,82,0,3,212,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,35.0,44.0,33.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
-1819802610,SushiGo,3,GAME_OVER,82,0,3,213,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,30.0,47.0,37.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
-2121274456,SushiGo,3,GAME_OVER,82,0,3,214,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,30.0,35.0,36.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,2
259280696,SushiGo,3,GAME_OVER,82,0,3,215,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,2,2,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,43.0,37.0,32.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,1
1706137030,SushiGo,3,GAME_OVER,81,0,3,216,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,3,3,2,Basic MCTS Player using ScoreHeuristic heuristic,2,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,44.0,39.0,41.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,1
545138396,SushiGo,3,GAME_OVER,82,0,3,217,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,35.0,45.0,55.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,2
1376458976,SushiGo,3,GAME_OVER,84,0,3,218,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,41.0,54.0,33.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
1195311045,SushiGo,3,GAME_OVER,82,0,3,219,1,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,1,2,2,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,44.0,41.0,38.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,1
813477029,SushiGo,3,GAME_OVER,83,0,3,220,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,32.0,42.0,38.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
-1466178614,SushiGo,3,GAME_OVER,84,0,3,221,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,39.0,40.0,31.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
-118322159,SushiGo,3,GAME_OVER,81,0,3,222,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,2,2,1,Basic MCTS Player using ScoreHeuristic heuristic,1,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,39.0,40.0,46.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,2
-1428166355,SushiGo,3,GAME_OVER,84,0,3,223,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,28.0,50.0,44.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
1144294523,SushiGo,3,GAME_OVER,81,0,3,224,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,41.0,45.0,39.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
2100098225,SushiGo,3,GAME_OVER,83,0,3,225,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,29.0,46.0,37.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
23994827,SushiGo,3,GAME_OVER,83,0,3,226,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,33.0,44.0,37.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
1662792176,SushiGo,3,GAME_OVER,84,0,3,227,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,28.0,46.0,34.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
2013120665,SushiGo,3,GAME_OVER,83,0,3,228,2,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,2,1,1,3,Basic MCTS Player using ScoreHeuristic heuristic,3,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,32.0,40.0,29.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
-1880183632,SushiGo,3,GAME_OVER,82,0,3,229,3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,3,1,1,2,Basic MCTS Player using ScoreHeuristic heuristic,2,h3,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,36.0,41.0,38.0,Basic MCTS Player using ScoreHeuristic heuristic,h3,Basic MCTS Player using ScoreHeuristic heuristic,MCTRex Player using PuddingMaxWeightedHeuristic with progressive biasScoreHeuristic heuristic,h3,0
